upc,title,release_year,runtime_minutes,director_names,actor_names,studio_name,metadata_source,metadata_status,estimated_value_low_cents,estimated_value_high_cents,value_search_url,review_flags
025192363627,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20025192363627%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
025192380020,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20025192380020%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
025192384325.3,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20025192384325.3%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
025192431227,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20025192431227%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
025192499326.3,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20025192499326.3%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
025192583520.3,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20025192583520.3%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
025192632426.3,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20025192632426.3%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
025192671920.3,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20025192671920.3%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
026359060922,Cannonball Run,1981,96,,,Warner Bros.,"UPCitemdb, Wikipedia",enriched,,,https://duckduckgo.com/?q=site%3Aebay.com%20Cannonball%20Run%20026359060922%20DVD%20sold,missing_director;missing_cast;missing_value
026359061028,Fort Apache the Bronx directed by Daniel Petrie Sr.,,125,,,Warner Bros.,UPCitemdb,partially_enriched,,,https://duckduckgo.com/?q=site%3Aebay.com%20Fort%20Apache%20the%20Bronx%20directed%20by%20Daniel%20Petrie%20Sr.%20026359061028%20DVD%20sold,missing_year;missing_director;missing_cast;missing_value
026359068324,Ricochet,1991,110,,,Warner Bros.,"UPCitemdb, Wikipedia",enriched,,,https://duckduckgo.com/?q=site%3Aebay.com%20Ricochet%20026359068324%20DVD%20sold,missing_director;missing_cast;missing_value
026359128523,The Tuskegee Airmen,1995,,,,Unbranded,"UPCitemdb, Wikipedia",partially_enriched,,,https://duckduckgo.com/?q=site%3Aebay.com%20The%20Tuskegee%20Airmen%20026359128523%20DVD%20sold,missing_runtime;missing_director;missing_cast;missing_value
026359138720,Turbulence -nla (HBO),1997,100,,,HBO,UPCitemdb,enriched,,,https://duckduckgo.com/?q=site%3Aebay.com%20Turbulence%20-nla%20%28HBO%29%20026359138720%20DVD%20sold,missing_director;missing_cast;missing_value
026359156229,No Escape,,,,,HBO,"UPCitemdb, Wikipedia",partially_enriched,,,https://duckduckgo.com/?q=site%3Aebay.com%20No%20Escape%20026359156229%20DVD%20sold,missing_year;missing_runtime;missing_director;missing_cast;missing_value
026359156823,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20026359156823%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
026359167423,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20026359167423%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
026359170324,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20026359170324%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
026359178320,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20026359178320%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
026359202827,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20026359202827%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
026617820695,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20026617820695%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
026617970697,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20026617970697%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616603494,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616603494%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616604392,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616604392%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616625991,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616625991%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616626097,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616626097%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616627124,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616627124%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616629326,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616629326%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616629425,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616629425%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616631121,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616631121%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616644220,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616644220%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616656124,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616656124%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616668028,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616668028%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616673022,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616673022%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616673121,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616673121%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616673220,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616673220%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616701527,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616701527%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616702326,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616702326%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616702623,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616702623%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616702722,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616702722%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616703620,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616703620%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616704429,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616704429%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616705624,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616705624%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616716927,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616716927%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616743220,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616743220%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616743923.3,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616743923.3%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616745026,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616745026%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616745125.3,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616745125.3%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616745224,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616745224%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616750020,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616750020%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616753922.3,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616753922.3%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616767424.3,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616767424.3%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616770820,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616770820%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616771223,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616771223%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616785527,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616785527%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616785725,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616785725%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616791528,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616791528%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616792822,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616792822%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616799623,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616799623%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616809827,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616809827%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616809926,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616809926%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616812322,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616812322%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616812421,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616812421%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616812520,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616812520%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616812629,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616812629%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616812926,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616812926%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616813022,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616813022%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616837622,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616837622%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616840325,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616840325%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616841827,Force 10 From Navarone,1968,,,,MGM Home Entertainment,"UPCitemdb, Wikipedia",partially_enriched,,,https://duckduckgo.com/?q=site%3Aebay.com%20Force%2010%20From%20Navarone%20027616841827%20DVD%20sold,missing_runtime;missing_director;missing_cast;missing_value
027616850126,Henry V,,,,,MGM (Video & DVD),"UPCitemdb, Wikipedia",partially_enriched,,,https://duckduckgo.com/?q=site%3Aebay.com%20Henry%20V%20027616850126%20DVD%20sold,missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616850782,F/X ),2015,,,,20th Century Fox Home Entertainment,"UPCitemdb, Wikipedia",partially_enriched,,,https://duckduckgo.com/?q=site%3Aebay.com%20F/X%20%29%20027616850782%20DVD%20sold,missing_runtime;missing_director;missing_cast;missing_value
027616850805,Missing In Action,,,,,20th Century Studios,"UPCitemdb, Wikipedia",partially_enriched,,,https://duckduckgo.com/?q=site%3Aebay.com%20Missing%20In%20Action%20027616850805%20DVD%20sold,missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616851130,Dirty Pictures (Full Frame),1990,,,,Intermec Technology,UPCitemdb,partially_enriched,,,https://duckduckgo.com/?q=site%3Aebay.com%20Dirty%20Pictures%20%28Full%20Frame%29%20027616851130%20DVD%20sold,missing_runtime;missing_director;missing_cast;missing_value
027616851383,Supernova (Full Frame ),2000,,,,SPADER JAMES,UPCitemdb,partially_enriched,,,https://duckduckgo.com/?q=site%3Aebay.com%20Supernova%20%28Full%20Frame%20%29%20027616851383%20DVD%20sold,missing_runtime;missing_director;missing_cast;missing_value
027616851567,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616851567%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616851574,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616851574%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616852892,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616852892%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616852908,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616852908%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616853882,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616853882%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616853912,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616853912%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616853929,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616853929%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616853936,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616853936%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616853943,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616853943%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616853950,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616853950%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616853967,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616853967%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616853974,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616853974%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616853981,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616853981%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616854766,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616854766%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616854780,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616854780%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616855589,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616855589%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616857620.3,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616857620.3%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616857743,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616857743%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616858610,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616858610%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616858627,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616858627%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616858641,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616858641%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616858665,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616858665%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616858948,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616858948%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616859020,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616859020%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616859051,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616859051%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616859068,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616859068%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616859075,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616859075%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616860958,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616860958%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616861078,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616861078%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616861085,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616861085%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616861139.3,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616861139.3%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616861184,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616861184%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616861436,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616861436%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616861498,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616861498%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616865403,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616865403%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616867643,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616867643%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616868268,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616868268%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616869753,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616869753%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616869982.3,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616869982.3%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616873859,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616873859%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616876607,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616876607%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616877284.3,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616877284.3%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616878953,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616878953%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616880567,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616880567%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616881335.3,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616881335.3%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616882196.3,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616882196.3%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616883148,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616883148%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616884282.3,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616884282.3%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616886446,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616886446%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616886453,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616886453%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616887412.3,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616887412.3%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616888396,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616888396%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616898968,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616898968%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616901224,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20027616901224%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
027616901651.3,Jeepers Creepers 2,2003,,,,MGM Home Entertainment,"UPCitemdb, Wikipedia",partially_enriched,,,https://duckduckgo.com/?q=site%3Aebay.com%20Jeepers%20Creepers%202%20027616901651.3%20DVD%20sold,missing_runtime;missing_director;missing_cast;missing_value
027616901798.3,Out of Time ),2004,,,,20th Century Fox Home Entertainment,"UPCitemdb, Wikipedia",partially_enriched,,,https://duckduckgo.com/?q=site%3Aebay.com%20Out%20of%20Time%20%29%20027616901798.3%20DVD%20sold,missing_runtime;missing_director;missing_cast;missing_value
027616902825,Good Boy,2009,,,,20th Century Fox Home Entertainment,"UPCitemdb, Wikipedia",partially_enriched,,,https://duckduckgo.com/?q=site%3Aebay.com%20Good%20Boy%20027616902825%20DVD%20sold,missing_runtime;missing_director;missing_cast;missing_value
027616906854.3,Agent Cody Banks 2: Destination London,2004,,,,FOX,"UPCitemdb, Wikipedia",partially_enriched,,,https://duckduckgo.com/?q=site%3Aebay.com%20Agent%20Cody%20Banks%202%3A%20Destination%20London%20027616906854.3%20DVD%20sold,missing_runtime;missing_director;missing_cast;missing_value
027616911636.3,Walking Tall Dwayne Johnson; Ashley Scott; Johnny Knoxville,,86,,,Unknown,UPCitemdb,partially_enriched,,,https://duckduckgo.com/?q=site%3Aebay.com%20Walking%20Tall%20Dwayne%20Johnson%3B%20Ashley%20Scott%3B%20Johnny%20Knoxville%20027616911636.3%20DVD%20sold,missing_year;missing_director;missing_cast;missing_value
031398187400,Lord of War Nicolas Cage Jared Leto Ethan Hawke,,,,,LIONSGATE,UPCitemdb,partially_enriched,,,https://duckduckgo.com/?q=site%3Aebay.com%20Lord%20of%20War%20Nicolas%20Cage%20Jared%20Leto%20Ethan%20Hawke%20031398187400%20DVD%20sold,missing_year;missing_runtime;missing_director;missing_cast;missing_value
031398688334,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20031398688334%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
031398690139,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20031398690139%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
031398690733,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20031398690733%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
031398701439,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20031398701439%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
031398705239,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20031398705239%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
031398705437,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20031398705437%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
031398705536,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20031398705536%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
031398706533,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20031398706533%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
031398707332,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20031398707332%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
031398708735,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20031398708735%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
031398709237,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20031398709237%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
031398716730,,,,,,,,pending,,,https://duckduckgo.com/?q=site%3Aebay.com%20031398716730%20DVD%20sold,missing_title;missing_year;missing_runtime;missing_director;missing_cast;missing_value
